L,T,m_avg,m_err,chi,chi_err,e_avg,e_err,cv,cv_err
512,3.55000019e+00,3.76110179e-03,1.48155730e-05,5.99029770e-01,8.54839379e-03,-6.47994427e-01,2.65147471e-05,2.38687842e-01,2.68527369e-03
512,3.59999990e+00,3.72065582e-03,2.26400653e-05,5.70693296e-01,8.30860279e-03,-6.36353763e-01,2.98618732e-05,2.25446930e-01,1.44383377e-03
512,3.65000010e+00,3.60869141e-03,1.81932736e-05,5.32229455e-01,8.07076408e-03,-6.25122601e-01,2.81860505e-05,2.20601619e-01,1.64966017e-03
512,3.70000005e+00,3.54426575e-03,1.85225106e-05,5.13254392e-01,5.15788204e-03,-6.14346115e-01,2.55839947e-05,2.14820475e-01,2.55885303e-03
512,3.75000000e+00,3.50913900e-03,2.28978720e-05,4.94025956e-01,7.43846560e-03,-6.03979283e-01,2.06777160e-05,2.04151050e-01,3.15117175e-03
512,3.80000019e+00,3.39569702e-03,2.38476340e-05,4.56041416e-01,7.30258048e-03,-5.93952294e-01,2.10959238e-05,2.01198209e-01,2.58550608e-03
512,3.84999990e+00,3.41345266e-03,1.92083248e-05,4.49614790e-01,7.33810582e-03,-5.84271600e-01,2.20533803e-05,1.91639170e-01,2.52774564e-03
512,3.90000010e+00,3.30403188e-03,1.94692254e-05,4.21412752e-01,6.82073392e-03,-5.74975027e-01,2.56816847e-05,1.82908244e-01,1.77242953e-03
512,3.95000005e+00,3.25483805e-03,1.99552093e-05,3.98705070e-01,5.67419056e-03,-5.65936809e-01,1.66853322e-05,1.78955998e-01,1.88529846e-03
512,4.00000000e+00,3.22428233e-03,1.66152868e-05,3.86011866e-01,4.51427755e-03,-5.57305204e-01,2.80798307e-05,1.74936331e-01,1.69225201e-03
1024,1.00000000e+00,9.99275327e-01,3.78432780e-07,1.56561946e-03,1.79855417e-05,-1.99715847e+00,1.43083223e-06,2.33988976e-02,2.61918484e-04
1024,1.04999995e+00,9.98922352e-01,3.05091951e-07,2.23741994e-03,1.55521585e-05,-1.99579394e+00,1.21371460e-06,3.12395084e-02,2.07927708e-04
1024,1.10000002e+00,9.98447377e-01,3.45747616e-07,3.12189499e-03,3.58961221e-05,-1.99397197e+00,1.30384167e-06,4.06993118e-02,4.52168737e-04
1024,1.14999998e+00,9.97823668e-01,2.55675442e-07,4.37664213e-03,5.39882187e-05,-1.99160032e+00,8.73857082e-07,5.34958875e-02,6.68442224e-04
1024,1.20000005e+00,9.97027013e-01,5.74851444e-07,5.90306587e-03,5.94983265e-05,-1.98860130e+00,2.16171976e-06,6.77919251e-02,6.69019176e-04
1024,1.25000000e+00,9.96019678e-01,7.39574119e-07,7.74306766e-03,9.72624850e-05,-1.98485052e+00,2.82757926e-06,8.26381959e-02,1.00446591e-03
1024,1.29999995e+00,9.94771694e-01,7.34054251e-07,1.00862259e-02,1.34771216e-04,-1.98026023e+00,2.61604304e-06,1.00330136e-01,1.47470364e-03
1024,1.35000002e+00,9.93240876e-01,1.30862684e-06,1.29878790e-02,1.16465204e-04,-1.97470957e+00,4.46608459e-06,1.19312869e-01,1.10551756e-03
1024,1.39999998e+00,9.91386202e-01,1.17033104e-06,1.69300651e-02,1.44466914e-04,-1.96808658e+00,3.78595860e-06,1.44857001e-01,1.17785830e-03
1024,1.45000005e+00,9.89156346e-01,1.32943358e-06,2.12403255e-02,2.53548540e-04,-1.96026236e+00,5.08675679e-06,1.68412188e-01,1.66479297e-03
1024,1.50000000e+00,9.86500489e-01,1.24591590e-06,2.70551487e-02,4.02901272e-04,-1.95111830e+00,4.16190970e-06,1.96872626e-01,2.84960549e-03
1024,1.54999995e+00,9.83346728e-01,9.60629989e-07,3.44581917e-02,3.57265765e-04,-1.94049448e+00,2.95694011e-06,2.28649602e-01,2.46690604e-03
1024,1.60000002e+00,9.79621109e-01,2.51621892e-06,4.28226348e-02,6.32780801e-04,-1.92824142e+00,7.23602392e-06,2.60530982e-01,4.27261510e-03
1024,1.65000010e+00,9.75238624e-01,2.35915863e-06,5.46296207e-02,6.17113558e-04,-1.91420402e+00,7.06704124e-06,3.00459200e-01,3.17577623e-03
1024,1.70000005e+00,9.70080612e-01,3.00405833e-06,6.95461804e-02,7.58831368e-04,-1.89817902e+00,8.87871157e-06,3.44430239e-01,3.80973297e-03
1024,1.75000000e+00,9.64011401e-01,2.79609215e-06,8.76657076e-02,1.10210243e-03,-1.87995610e+00,7.68330999e-06,3.88579624e-01,4.53798911e-03
1024,1.79999995e+00,9.56851404e-01,3.67068363e-06,1.14734295e-01,1.27720320e-03,-1.85928505e+00,9.36454067e-06,4.42946156e-01,5.27400834e-03
1024,1.85000002e+00,9.48395517e-01,4.43021321e-06,1.48199787e-01,2.20472343e-03,-1.83593658e+00,9.65132156e-06,4.95077832e-01,8.03172542e-03
1024,1.90000010e+00,9.38296071e-01,4.12087385e-06,2.01028989e-01,3.00748129e-03,-1.80947212e+00,9.54971853e-06,5.72798952e-01,8.53226915e-03
1024,1.95000005e+00,9.26156937e-01,4.81418830e-06,2.71076695e-01,3.32793038e-03,-1.77953860e+00,1.16560041e-05,6.35289196e-01,7.53108760e-03
1024,2.00000000e+00,9.11309807e-01,4.90509470e-06,3.83931942e-01,6.16723052e-03,-1.74555125e+00,7.71894150e-06,7.16630548e-01,9.26024158e-03
1024,2.05000019e+00,8.92762224e-01,1.03562759e-05,5.72744718e-01,4.75316243e-03,-1.70676438e+00,1.58024033e-05,8.12837028e-01,8.27088979e-03
1024,2.09999990e+00,8.68753388e-01,1.31667583e-05,9.41462543e-01,1.26901265e-02,-1.66209485e+00,1.06552979e-05,9.50032351e-01,1.36322893e-02
1024,2.10999990e+00,8.63065134e-01,1.46144159e-05,1.07521644e+00,1.43800247e-02,-1.65233907e+00,1.77240803e-05,9.83855858e-01,9.37822738e-03
1024,2.11999989e+00,8.56955734e-01,1.85093109e-05,1.19092480e+00,1.25647442e-02,-1.64220531e+00,1.83262394e-05,1.02922273e+00,1.07106100e-02
1024,2.12999988e+00,8.50413316e-01,1.70121981e-05,1.37756629e+00,1.27255272e-02,-1.63177278e+00,1.52148372e-05,1.06690589e+00,1.07600734e-02
1024,2.13999987e+00,8.43344960e-01,2.16965224e-05,1.57900764e+00,2.32924057e-02,-1.62095182e+00,1.81111911e-05,1.09056122e+00,1.44645042e-02
1024,2.14999986e+00,8.35730136e-01,2.40438099e-05,1.84988453e+00,2.11928116e-02,-1.60974166e+00,1.84176448e-05,1.16976143e+00,1.54425874e-02
1024,2.15999985e+00,8.27504502e-01,2.97062211e-05,2.10330097e+00,2.50412567e-02,-1.59812296e+00,1.69602684e-05,1.18455367e+00,1.42245411e-02
1024,2.16999984e+00,8.18442700e-01,2.47786351e-05,2.58565645e+00,5.22317525e-02,-1.58605057e+00,1.81940693e-05,1.24948954e+00,1.38376431e-02
1024,2.17999983e+00,8.08396374e-01,4.63490210e-05,3.09253475e+00,5.11597242e-02,-1.57342942e+00,2.24953739e-05,1.27319099e+00,1.44800898e-02
1024,2.18999982e+00,7.97393051e-01,6.99578645e-05,3.75690906e+00,5.81280758e-02,-1.56034249e+00,3.13364818e-05,1.31757330e+00,1.90156480e-02
1024,2.19999981e+00,7.84794586e-01,5.04145022e-05,4.73900108e+00,8.99852622e-02,-1.54651518e+00,2.17627325e-05,1.39994437e+00,1.88546857e-02
1024,2.20999980e+00,7.70651362e-01,9.13531234e-05,5.96236382e+00,1.02208099e-01,-1.53204214e+00,3.23454194e-05,1.46802876e+00,1.59252346e-02
1024,2.21999979e+00,7.53578474e-01,1.01860514e-04,8.87750707e+00,3.73756743e-01,-1.51662677e+00,2.95507833e-05,1.58692661e+00,2.01435253e-02
1024,2.23000002e+00,7.33086614e-01,3.06952931e-04,1.27473141e+01,5.40507735e-01,-1.50023887e+00,5.99152477e-05,1.63608912e+00,2.00854765e-02
1024,2.24000001e+00,7.07922459e-01,2.98314963e-04,2.06200423e+01,9.56344508e-01,-1.48258315e+00,5.87318633e-05,1.85619195e+00,3.28518229e-02
1024,2.25000000e+00,6.72222960e-01,8.40663463e-04,3.67896084e+01,2.09170342e+00,-1.46316518e+00,1.20538284e-04,1.95570472e+00,4.22272274e-02
1024,2.25999999e+00,6.18176354e-01,1.68330922e-03,1.08516451e+02,1.22018033e+01,-1.44132383e+00,1.56382310e-04,2.33641230e+00,6.95841984e-02
1024,2.26999998e+00,5.03512519e-01,6.43694815e-03,4.54971574e+02,9.92348399e+01,-1.41487455e+00,3.74366426e-04,2.70825491e+00,1.48610470e-01
1024,2.27999997e+00,2.88516393e-01,1.25618121e-02,2.78048464e+03,3.90349798e+02,-1.38644492e+00,3.64112176e-04,3.09548631e+00,1.66511381e-01
1024,2.28999996e+00,1.09810256e-01,7.22690805e-03,2.58757825e+03,2.05054954e+02,-1.36265743e+00,1.65231921e-04,2.14599552e+00,8.14324831e-02
1024,2.29999995e+00,4.39526512e-02,3.44162067e-03,4.93578076e+02,5.50866345e+01,-1.34307199e+00,8.01635361e-05,1.80160899e+00,3.29719730e-02
1024,2.30999994e+00,2.68543868e-02,1.74801999e-03,1.77469673e+02,1.87792493e+01,-1.32517867e+00,5.99162875e-05,1.68826213e+00,3.18253624e-02
1024,2.31999993e+00,2.11294449e-02,1.01242842e-03,9.87093630e+01,8.05380957e+00,-1.30912116e+00,6.31971283e-05,1.54951309e+00,2.74475317e-02
1024,2.32999992e+00,1.79583553e-02,5.84418760e-04,8.41124726e+01,5.32768156e+00,-1.29372559e+00,3.94459228e-05,1.49911997e+00,2.33058712e-02
1024,2.33999991e+00,1.60023556e-02,4.53273992e-04,6.65892660e+01,4.59132036e+00,-1.27926795e+00,2.77323450e-05,1.39875756e+00,1.53976332e-02
1024,2.34999990e+00,1.51701485e-02,3.24439283e-04,5.58995325e+01,2.74783303e+00,-1.26541680e+00,3.68882379e-05,1.34643318e+00,1.59241299e-02
1024,2.35999990e+00,1.38401407e-02,2.61717875e-04,4.35042718e+01,1.22807350e+00,-1.25211953e+00,2.41944925e-05,1.28061166e+00,1.12907067e-02
1024,2.36999989e+00,1.27584105e-02,3.03208232e-04,3.88196457e+01,1.56947715e+00,-1.23943716e+00,3.79932900e-05,1.29083256e+00,1.85483149e-02
1024,2.37999988e+00,1.11653969e-02,2.58537396e-04,3.12368313e+01,1.38016131e+00,-1.22717659e+00,3.07412053e-05,1.20917759e+00,1.01863485e-02
1024,2.38999987e+00,1.06036584e-02,2.35067013e-04,2.80123659e+01,1.17582648e+00,-1.21532616e+00,2.61995508e-05,1.16137717e+00,1.06866681e-02
1024,2.39999986e+00,9.83196259e-03,6.95113018e-05,2.36169127e+01,5.81389511e-01,-1.20390112e+00,3.05896093e-05,1.13874404e+00,1.62019026e-02
1024,2.45000005e+00,7.52692108e-03,9.53777922e-05,1.34827354e+01,3.06163403e-01,-1.15181408e+00,1.55254335e-05,9.63468957e-01,9.14335990e-03
1024,2.50000000e+00,6.14594002e-03,3.09670436e-05,8.97010488e+00,1.30734084e-01,-1.10608118e+00,1.87338996e-05,8.60022893e-01,8.89708333e-03
1024,2.54999995e+00,5.27324626e-03,3.22906654e-05,6.49930398e+00,1.08281075e-01,-1.06524191e+00,1.30358943e-05,7.72131459e-01,9.02774134e-03
1024,2.60000014e+00,4.62540538e-03,3.68443481e-05,4.86563307e+00,1.01558523e-01,-1.02828491e+00,1.81659774e-05,6.97038729e-01,8.46114110e-03
1024,2.65000010e+00,4.19650014e-03,3.76385823e-05,3.98143821e+00,6.88933760e-02,-9.94551909e-01,1.47655621e-05,6.51415533e-01,4.53930803e-03
1024,2.70000005e+00,3.81208153e-03,2.28469206e-05,3.18490422e+00,3.35623183e-02,-9.63520372e-01,1.65729723e-05,6.00732479e-01,6.09286284e-03
1024,2.75000000e+00,3.54934095e-03,2.08504895e-05,2.69433025e+00,3.51967843e-02,-9.34829921e-01,1.42627532e-05,5.46277226e-01,7.53347027e-03
1024,2.79999995e+00,3.27253990e-03,1.89969815e-05,2.31073903e+00,3.48737518e-02,-9.08086099e-01,2.04539641e-05,5.20176832e-01,5.57049096e-03
1024,2.85000014e+00,3.08000704e-03,1.65155645e-05,1.95358897e+00,2.75300356e-02,-8.83226422e-01,1.22670510e-05,4.80195995e-01,5.86450822e-03
1024,2.90000010e+00,2.94768079e-03,2.18151515e-05,1.78600792e+00,3.02937035e-02,-8.59911592e-01,1.52346407e-05,4.61524881e-01,4.45921442e-03
1024,2.95000005e+00,2.77965609e-03,1.29780623e-05,1.56410603e+00,1.71973397e-02,-8.37972927e-01,1.57421474e-05,4.24151973e-01,4.17459577e-03
1024,3.00000000e+00,2.67493744e-03,1.55848865e-05,1.45491093e+00,1.53564788e-02,-8.17296200e-01,1.45914633e-05,4.02774946e-01,4.53074035e-03
1024,3.05000019e+00,2.54279531e-03,1.90601673e-05,1.27003030e+00,1.64014665e-02,-7.97792662e-01,9.87056637e-06,3.82864108e-01,4.03224103e-03
1024,3.10000014e+00,2.46192334e-03,1.16509774e-05,1.15802830e+00,1.91035494e-02,-7.79317356e-01,1.47655761e-05,3.57877134e-01,4.27683974e-03
1024,3.15000010e+00,2.34170736e-03,1.66445397e-05,1.04810001e+00,1.44071658e-02,-7.61796869e-01,1.29696275e-05,3.39930900e-01,3.65086686e-03
1024,3.20000005e+00,2.26847928e-03,1.49175096e-05,9.56199580e-01,1.16530668e-02,-7.45155017e-01,1.74917776e-05,3.28075297e-01,4.39061500e-03
1024,3.25000000e+00,2.21819700e-03,1.29327926e-05,9.10853576e-01,1.30554636e-02,-7.29306429e-01,1.58638777e-05,3.09215804e-01,4.70502582e-03
1024,3.30000019e+00,2.12712275e-03,1.63365174e-05,8.20572513e-01,1.36971296e-02,-7.14198512e-01,1.12382624e-05,2.99963137e-01,3.31045220e-03
1024,3.35000014e+00,2.09130618e-03,1.09076263e-05,7.74633804e-01,1.12477982e-02,-6.99747065e-01,1.36930882e-05,2.85981453e-01,2.72648678e-03
1024,3.40000010e+00,2.00768369e-03,1.19436959e-05,7.06798942e-01,1.15022602e-02,-6.85990940e-01,1.18817073e-05,2.67418270e-01,3.25719270e-03
1024,3.45000005e+00,1.97335561e-03,8.96528001e-06,6.66980002e-01,8.65236754e-03,-6.72802518e-01,1.37221711e-05,2.54527185e-01,1.90351656e-03
1024,3.50000000e+00,1.94452108e-03,1.02773868e-05,6.38303586e-01,5.88098223e-03,-6.60135288e-01,1.07132250e-05,2.46312352e-01,2.16848534e-03
1024,3.55000019e+00,1.88648046e-03,1.01755655e-05,5.99193844e-01,6.23103644e-03,-6.47981824e-01,1.59861880e-05,2.38385600e-01,1.86273704e-03
1024,3.59999990e+00,1.86098162e-03,8.83419471e-06,5.77539635e-01,6.68170655e-03,-6.36342394e-01,9.19100534e-06,2.27532472e-01,2.83520206e-03
1024,3.65000010e+00,1.82614721e-03,1.10718751e-05,5.35894080e-01,6.18893080e-03,-6.25103375e-01,2.00125281e-05,2.16179443e-01,2.63983177e-03
1024,3.70000005e+00,1.78807182e-03,9.39104799e-06,5.07087959e-01,5.84897949e-03,-6.14341128e-01,1.16168974e-05,2.08247654e-01,2.31788175e-03
1024,3.75000000e+00,1.72899183e-03,9.66788312e-06,4.73585091e-01,7.62342797e-03,-6.03956156e-01,1.29900322e-05,2.03465137e-01,1.92898929e-03
1024,3.80000019e+00,1.72181689e-03,1.20392329e-05,4.62330874e-01,7.90841124e-03,-5.93927600e-01,1.51895806e-05,1.96359985e-01,1.76700391e-03
1024,3.84999990e+00,1.66881472e-03,1.02799332e-05,4.36996447e-01,7.00825224e-03,-5.84305613e-01,1.06365144e-05,1.88392936e-01,1.37840880e-03
1024,3.90000010e+00,1.65290616e-03,8.21819817e-06,4.21590071e-01,3.88209703e-03,-5.74993463e-01,1.38826997e-05,1.82236160e-01,2.66193513e-03
1024,3.95000005e+00,1.61865463e-03,7.46830093e-06,3.97976434e-01,4.71843921e-03,-5.65969732e-01,9.43174037e-06,1.81336499e-01,1.57622028e-03
1024,4.00000000e+00,1.62771098e-03,8.50007134e-06,3.94682297e-01,4.52904356e-03,-5.57275197e-01,1.14232963e-05,1.73400475e-01,1.88487904e-03
